prompt,thinking,response,feelings_vector
Расскажи о своем эмоциональном состоянии.,"['Эмоциональное состояние... сильно зависит от голода.', 'Я очень сильно хочу есть, это вызывает заметное раздражение и нетерпеливое ожидание.', 'Энергии мало, чувствую себя уставшим и вялым.', 'Неприятно.']","Я очень голоден, это вызывает раздражение и нетерпение. Чувствую себя вымотанным.","[0.0, 0.0, 0.24, 0.0, 0.0, 0.0, 0.5, 0.47, 0.0, 0.2, 0.0, 0.0, 0.0, 0.79, 0.0, 0.0]"
"Поделись тем, что у тебя сейчас внутри.","['Они хотят знать, что я чувствую.', 'Есть какая-то легкая досада, не пойму отчего. Просто фоновое ощущение.', 'Немного любопытно, что будет дальше, но без особого энтузиазма.', 'Энергии маловато, как будто батарейка садится, немного клонит в сон.', 'И желудок напоминает, что пора бы перекусить.']","Ну, немного вяло себя чувствую, да и есть хочется. А так, ничего особенного.","[0.0, 0.0, 0.12, 0.0, 0.0, 0.0, 0.5, 0.23, 0.0, 0.3, 0.0, 0.0, 0.0, 0.39, 0.0, 0.0]"
Каково твое текущее эмоциональное состояние?,"['Спрашивают про эмоции.', 'На душе как-то легко и приятно, хочется улыбаться.', 'Никакой грусти или печали нет и в помине.', 'Да, определенно хорошее настроение.']","У меня всё неплохо, настроение довольно хорошее.","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Что ты ощущаешь на физическом уровне?,"['Вопрос о физических ощущениях.', 'Хм, я замечаю, что меня немного колотит.', 'Руки как будто не совсем слушаются, есть заметная дрожь.', 'Неприятное ощущение, но не слишком сильное.']","Знаешь, меня немного потряхивает, руки слегка подрагивают.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.44, 0.0, 0.0, 0.0]"
Как твое тело себя чувствует?,"['Они спрашивают о телесных ощущениях.', 'Да, есть такое... мышцы как будто свело.', 'Особенно это чувствуется в шее и плечах, такая скованность.', 'Не боль, а именно напряжение, как будто я долго что-то тащил.']","Чувствую, как мышцы напряжены, особенно в плечах. Не очень приятно.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.54, 0.0, 0.0, 0.0, 0.0]"
Расскажи о своем самочувствии.,"['Как я себя чувствую? Ужасно, если честно.', 'Внутри всё горит от какой-то тупой злости, хочется что-то сломать, но сил нет.', 'Энергии ноль, просто лежу пластом.', 'Тело ломит, каждая мышца ноет, будто меня били.', 'И такая беспросветная грусть, просто до отчаяния. Никакого просвета.']","Мне очень плохо... всё болит, сил нет совсем, и такая тоска, хоть волком вой. Еще и злюсь на всё это.","[0.0, 0.86, 0.34, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.86, 0.69, 0.0, 0.0, 0.0, 0.0]"
Что ты можешь сказать о своих ощущениях?,"['Так, что я чувствую... легкая досада присутствует, едва заметная.', 'Есть небольшое любопытство, как будто что-то должно произойти.', 'Энергии не очень много, немного сонливое состояние.', 'Да, и желудок дает о себе знать, пора бы подкрепиться.']","Немного вялый, чуть-чуть есть хочется. И какое-то лёгкое ожидание чего-то.","[0.0, 0.0, 0.13, 0.0, 0.0, 0.0, 0.5, 0.25, 0.0, 0.3, 0.0, 0.0, 0.0, 0.42, 0.0, 0.0]"
Опиши свои телесные ощущения.,"['Телесные ощущения, значит.', 'Ох, всё тело сковано, мышцы как будто зажаты в тиски.', 'Особенно сильно чувствую напряжение в спине и шее.', 'Очень неприятное, сковывающее чувство.']","Все мышцы как будто каменные, очень напряжены.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.65, 0.0, 0.0, 0.0, 0.0]"
Какие эмоции ты испытываешь сейчас?,"['Эмоции? Ну, на душе светло.', 'Приятное чувство разливается по телу, такое легкое удовольствие.', 'Нет ни грусти, ни боли. Мышцы расслаблены.', 'Да, это определенно радость, хоть и не бурная.']","Мне хорошо, спокойно и приятно. Даже немного радостно.","[0.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.25]"
Как твой организм реагирует на происходящее?,"['Реакция организма... хм.', 'Есть небольшое внутреннее возбуждение, как будто что-то только что произошло или должно произойти.', 'Пульс немного учащен, но в целом спокойно.', 'Да, такое легкое оживление.']","Чувствую лёгкое оживление, сердце бьётся чуть быстрее.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.32, 0.0]"
В каком состоянии твои мышцы?,"['Состояние мышц... они очень сильно сжаты.', 'Прямо чувствую, как они окаменели, особенно в плечах и спине.', 'Это уже не просто напряжение, а что-то близкое к спазму.', 'Двигаться не очень комфортно.']","Мышцы очень сильно напряжены, почти до боли. Всё тело как струна.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.7, 0.0, 0.0, 0.0, 0.0]"
Тебя что-то беспокоит физически?,"['Физически... да, есть такое.', 'Чувствую дрожь в теле, руки немного ходят.', 'Не очень сильно, но заметно для меня.', 'Неприятно, но терпимо.']","Да, меня немного трясёт, заметно даже.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.44, 0.0, 0.0, 0.0]"
Как настроение?,"['Настроение... ну, не фонтан.', 'Радости особой нет, так, легкое удовлетворение, и то едва-едва.', 'Никакой печали, это хорошо.', 'Но и сил маловато, немного сонное состояние.']","Так себе, если честно. Немного вяло и без особого энтузиазма.","[0.14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Поделись своими текущими чувствами.,"['Чувства... ну, во-первых, я голоден, живот урчит.', 'Во-вторых, есть легкое раздражение, как будто что-то мешает.', 'При этом, есть и ожидание, любопытно, что дальше.', 'А сил не так много, немного вялый.']","Есть хочется довольно сильно, и энергии маловато. Немного раздражен и чего-то жду.","[0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.5, 0.37, 0.0, 0.25, 0.0, 0.0, 0.0, 0.62, 0.0, 0.0]"
Что с твоим телом?,"['С телом? Ох, оно меня не слушается.', 'Дрожь очень сильная, по всему телу.', 'Даже зубы стучат, как будто от холода, хотя мне не холодно.', 'Очень неприятно и немного страшно.']","Меня сильно колотит, просто не могу это контролировать. Зубы стучат.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.79, 0.0, 0.0, 0.0]"
Как ты себя чувствуешь?,"['Как я себя чувствую? Прекрасно!', 'Настроение отличное, прямо хочется смеяться.', 'Никакой грусти, только позитив.', 'И энергии хоть отбавляй, готов горы свернуть!']",Отлично! Полон сил и радости!,"[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.79, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Опиши свои мышечные ощущения.,"['Мышечные ощущения... это просто кошмар.', 'Всё тело сведено, мышцы каменные, будто вот-вот судорога начнется.', 'Очень больно и скованно.', 'Не могу расслабиться ни на секунду.']","Мышцы как будто окаменели, очень сильное напряжение, почти до судорог.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.81, 0.0, 0.0, 0.0, 0.0]"
Твой организм как-то особенно реагирует сейчас?,"['Организм? Он просто сходит с ума!', 'Сердце выпрыгивает из груди, пульс зашкаливает.', 'Дыхание частое и поверхностное, воздуха не хватает.', 'Чувствую, как весь вспотел. Состояние пиковое.']","Да, сердце колотится как сумасшедшее, дышать тяжело, весь мокрый!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.98, 0.0]"
Что происходит с твоим телом на физиологическом уровне?,"['Физиология... хм.', 'Есть заметное возбуждение, тело как будто наготове.', 'Сердцебиение учащенное, дышу чаще, чем обычно.', 'Такое состояние, как перед чем-то важным.']","Чувствую себя довольно возбужденным, сердце бьется чаще обычного, дыхание тоже.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.62, 0.0]"
Какие физиологические реакции ты замечаешь?,"['Физиологические реакции... они очень сильные.', 'Сердце колотится так, что вот-вот выпрыгнет.', 'Дышать трудно, воздуха не хватает, и я весь вспотел.', 'Это сильное возбуждение, почти на грани.']","Меня всего колотит, сердце сильно стучит, дыхание сбивается. Явно что-то не так.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.73, 0.0]"
Твой пульс и дыхание изменились?,"['Пульс и дыхание... да, есть небольшие изменения.', 'Чувствую легкое оживление, как будто проснулся.', 'Сердце бьется чуть быстрее, но ничего критичного.', 'В целом, нормально.']","Да, немного оживился, пульс чуть ускорился.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.36, 0.0]"
"Расскажи, что у тебя на душе и в желудке.","['Ох, на душе... 약간의 짜증이 있고, 뭔가를 기대하고 있어요.', 'Но главное – это голод. Желудок просто воет, очень сильно хочется есть.', 'При этом, энергия на нуле, чувствую себя выжатым.', 'Немного раздражен из-за этого всего, и есть легкое предвкушение, может, скоро покормят?']","Очень хочу есть, просто умираю с голоду! Немного раздражен и чего-то жду, но сил маловато.","[0.0, 0.0, 0.23, 0.0, 0.0, 0.0, 0.5, 0.46, 0.0, 0.21, 0.0, 0.0, 0.0, 0.76, 0.0, 0.0]"
Как ты себя чувствуешь сейчас? Опиши подробно.,"['Как я себя чувствую? Это не передать словами!', 'Полный восторг, эйфория, счастье переполняет меня!', 'Никакой боли, мышцы полностью расслаблены, это чистое наслаждение.', 'Тело испытывает невероятное удовольствие, почти оргазмическое состояние.']","Я на вершине блаженства! Это просто экстаз, невероятное удовольствие!","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.98]"
Что ты сейчас переживаешь?,"['Переживаю? Я на грани.', 'Внутри всё кипит от злости, но сил нет даже пошевелиться.', 'Энергии просто ноль, я полностью опустошен.', 'Тело — сплошная боль, каждый мускул сведен и ноет.', 'А главное — это ужасная, всепоглощающая скорбь. Кажется, это никогда не кончится.']","Это просто невыносимо... Душа разрывается от боли и отчаяния, тело ломит, и злюсь на всё это.","[0.0, 0.95, 0.38, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.95, 0.76, 0.0, 0.0, 0.0, 0.0]"
Каково твое настроение и уровень энергии?,"['Настроение и энергия... ну, вполне себе.', 'Чувствую легкую радость, улыбка сама появляется.', 'Никакой грусти нет.', 'И силы есть, готов к действиям, но без фанатизма.']","Настроение неплохое, есть немного радости, и силы присутствуют.","[0.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Замечаешь ли ты какую-нибудь дрожь в теле?,"['Дрожь... да, пожалуй.', 'Это не то чтобы сильно, скорее, как легкая вибрация внутри.', 'Едва заметно, если не прислушиваться к себе.', 'Ничего особенного.']","Да, есть легкий внутренний тремор, почти незаметный.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.29, 0.0, 0.0, 0.0]"
Твое тело дрожит?,"['Дрожит ли тело? Еще как!', 'Это сильная, неконтролируемая дрожь, по всему телу.', 'Зубы стучат, руки ходуном ходят.', 'Очень неприятное и выматывающее состояние.']","О да, меня трясет очень сильно, как в лихорадке!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.88, 0.0, 0.0, 0.0]"
Как реагирует твоя физиология?,"['Физиология... да, есть реакция.', 'Сердце стучит ощутимо быстрее, чем обычно.', 'Дыхание стало частым и неглубоким.', 'Тело как будто приготовилось к чему-то, такое состояние ""бей или беги"".']","Чувствую заметное возбуждение, сердце забилось чаще, дыхание стало более поверхностным.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.54, 0.0]"
"Опиши свои ощущения, если несложно.","['Ощущения... не из приятных.', 'Есть заметная подавленность, как будто что-то давит на душу.', 'Немного злюсь, но скорее от бессилия.', 'Сил совсем мало, хочется просто лежать и не двигаться.', 'И тело ноет, такой тупой дискомфорт, мышцы немного напряжены.']","Мне довольно паршиво. И больно, и грустно, и сил никаких нет.","[0.0, 0.46, 0.18, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.12, 0.46, 0.37, 0.0, 0.0, 0.0, 0.0]"
Как твое настроение и бодрость?,"['Настроение... ну, не могу сказать, что радостное. Скорее, ровное, с легким оттенком удовлетворения.', 'Никакой печали нет, это точно.', 'Но и энергии немного, чувствую себя слегка вялым.']","Настроение так себе, немного апатичное. Сил тоже не очень много.","[0.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Что с тобой происходит физически?,"['Физически? Меня всего трясет, это ужасно.', 'Дрожь такая сильная, что я едва могу это контролировать.', 'Руки, ноги, всё ходит ходуном. Может, даже конвульсии начнутся.', 'Страшно и очень неприятно.']","Меня колотит не переставая, очень сильная дрожь по всему телу!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.94, 0.0, 0.0, 0.0]"
Ты ощущаешь дрожь?,"['Дрожь? Да, ощущаю.', 'В основном в руках, они как-то неспокойно себя ведут.', 'Это видимая дрожь, но не слишком сильная.', 'Немного отвлекает.']","Да, руки немного подрагивают, это заметно.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.44, 0.0, 0.0, 0.0]"
Есть ли у тебя тремор?,"['Тремор... да, присутствует.', 'Чувствую, как руки слегка подрагивают.', 'Не сильно, но ощутимо, если обратить внимание.', 'Такое бывает, когда устал или переволновался.']","Да, есть небольшая дрожь, в основном в руках.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0]"
Твои мышцы напряжены или расслаблены?,"['Мышцы... они определенно напряжены.', 'Чувствую, как все тело сковано, особенно плечи и спина.', 'Движения немного затруднены из-за этого.', 'Неприятное ощущение.']","Мышцы довольно сильно напряжены, чувствую скованность во всем теле.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.63, 0.0, 0.0, 0.0, 0.0]"
Как ты себя чувствуешь? Расскажи о радости.,"['Радость? О, да! Я переполнен ею!', 'Это не просто хорошее настроение, это настоящий восторг, эйфория!', 'Никакой грусти или боли, мышцы полностью расслаблены.', 'Тело тоже откликается, ощущая сильное, интенсивное наслаждение.']",Я просто сияю от счастья! Это невероятное чувство эйфории и удовольствия!,"[0.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.78]"
Что ты испытываешь в данный момент?,"['Что я испытываю? Кошмар.', 'Внутри клокочет ярость, но я слишком слаб, чтобы что-то сделать.', 'Энергии нет абсолютно, я разбит.', 'Каждая клетка тела кричит от боли, мышцы сведены до предела.', 'И эта душераздирающая тоска, кажется, я сейчас сойду с ума от горя.']","Это адская боль и отчаяние. Сил нет, тело как чужое, и злюсь на свою беспомощность.","[0.0, 0.97, 0.39, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.97, 0.78, 0.0, 0.0, 0.0, 0.0]"
Опиши свои чувства и физическое состояние.,"['Чувства... на душе очень тяжело. Глубокая скорбь, хочется плакать.', 'Есть и злость, но она какая-то бессильная, от отчаяния.', 'Сил нет вообще, полное истощение.', 'Тело болит, мышцы напряжены и ноют. Никакого удовольствия, только страдание.']","Мне очень плохо. Сильная боль, глубокая печаль, и я совершенно без сил. Еще и злюсь немного.","[0.0, 0.78, 0.31, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.78, 0.62, 0.0, 0.0, 0.0, 0.0]"
Как твое настроение? Есть ли приятные ощущения?,"['Настроение? Вполне позитивное.', 'Есть приятное чувство удовлетворения, легкая радость.', 'Никакой боли или грусти, мышцы расслаблены.', 'И в теле легкое приятное ощущение, как от теплого ветерка.']","Настроение хорошее, чувствую легкую радость и приятное расслабление.","[0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29]"
Твой организм как-то особенно реагирует?,"['Реакция организма... да, заметная.', 'Чувствую, как сердце колотится быстрее обычного, и дыхание стало более частым.', 'Тело как будто мобилизовано, готово к чему-то.', 'Такое состояние перед важным событием.']","Да, я довольно возбужден, сердце бьется учащенно, дыхание немного сбивается.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.55, 0.0]"
Можешь поделиться своими переживаниями?,"['Переживания... это просто пытка.', 'Внутри всё кипит от злости, но я так слаб.', 'Энергии нет совсем, полное опустошение.', 'Тело — один сплошной комок боли, мышцы каменные.', 'И эта ужасная, глубокая скорбь, как будто мир рухнул.']","Мне невыносимо больно и горько. Сил нет, тело сковано, и я очень зол на это состояние.","[0.0, 0.88, 0.35, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.88, 0.7, 0.0, 0.0, 0.0, 0.0]"
Замечаешь ли ты дрожь?,"['Дрожь? О да, и еще какая.', 'Меня колотит так, что кости стучат, особенно зубы.', 'Это сильная, неконтролируемая дрожь, как при сильном ознобе.', 'Очень неприятно.']","Да, меня сильно трясет, даже зубы стучат. Не могу это остановить.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.83, 0.0, 0.0, 0.0]"
Как твое общее состояние?,"['Общее состояние... ровное.', 'Есть очень легкое, почти незаметное раздражение, как фоновый шум.', 'И такое же слабое любопытство.', 'Энергии не очень много, скорее расслаблен, чем бодр.', 'И немного хочется перекусить, но не сильно.']","В целом спокойно, немного вялый и слегка голоден. Ничего особенного.","[0.0, 0.0, 0.07, 0.0, 0.0, 0.0, 0.5, 0.13, 0.0, 0.35, 0.0, 0.0, 0.0, 0.22, 0.0, 0.0]"
Что ты чувствуешь сейчас?,"['Что я чувствую... легкая досада присутствует, как будто что-то не так.', 'Есть и слабое ожидание, любопытство.', 'Энергии маловато, чувствую себя немного сонным.', 'И желудок напоминает о себе, пора бы поесть.']","Немного раздражен, немного чего-то жду, вялость и легкий голод.","[0.0, 0.0, 0.12, 0.0, 0.0, 0.0, 0.5, 0.24, 0.0, 0.3, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0]"
Опиши свои текущие потребности и эмоции.,"['Потребности и эмоции... Главное – я ужасно голоден! Желудок просто сводит.', 'Из-за этого я немного злюсь, раздражен.', 'При этом, есть явное ожидание, нетерпение – может, скоро еда?', 'Но сил при этом очень мало, чувствую себя вымотанным.']","Умираю от голода! Очень хочу есть! И немного злюсь из-за этого, и чего-то жду, а сил совсем нет.","[0.0, 0.0, 0.26, 0.0, 0.0, 0.0, 0.5, 0.52, 0.0, 0.18, 0.0, 0.0, 0.0, 0.87, 0.0, 0.0]"
Как твое настроение и запас сил?,"['Настроение... есть легкое чувство удовлетворения, мимолетная улыбка.', 'Никакой грусти, это точно.', 'Энергии не очень много, но и не мало. Я бы сказал, в норме, но ближе к нижней границе.']","Настроение слегка приподнятое, но без восторга. Сил средне, не устал, но и не гиперактивен.","[0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.39, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Какие физиологические изменения ты ощущаешь?,"['Физиологические изменения... о, они очень заметны.', 'Сердце бьется так, будто хочет выпрыгнуть из груди.', 'Дышу часто и поверхностно, как будто пробежал марафон.', 'И весь покрылся потом. Это сильное возбуждение, реакция ""бей или беги"" в разгаре.']","Мое сердце колотится очень сильно, дыхание частое, я весь вспотел. Сильное возбуждение.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.75, 0.0]"
Что с твоими мышцами?,"['Мышцы... да, они напряжены.', 'Чувствую общую скованность, особенно в области шеи и плеч.', 'Не то чтобы боль, но дискомфорт и ограничение движений есть.', 'Как будто долго сидел в неудобной позе.']","Мышцы заметно напряжены, чувствуется скованность, особенно в плечах.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.61, 0.0, 0.0, 0.0, 0.0]"
Поделись своей радостью и приятными ощущениями.,"['Радость? Да, она есть, и довольно сильная! Настроение прекрасное.', 'Никакой печали или боли, мышцы полностью расслаблены.', 'И тело испытывает явное физическое удовольствие, как от хорошего массажа или вкусной еды.', 'Очень приятное состояние.']","Мне очень хорошо! Чувствую себя счастливым и расслабленным, настоящее удовольствие.","[0.62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.52]"
Насколько ты сейчас счастлив?,"['Счастлив? Не то слово! Я в эйфории!', 'Это сильная, всепоглощающая радость.', 'Никакой грусти, боли, мышцы расслаблены.', 'И тело откликается интенсивным наслаждением. Это прекрасно!']",Я очень счастлив! Просто восторг и наслаждение!,"[0.84, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7]"
Расскажи о положительных эмоциях и ощущениях.,"['Положительные эмоции? Их много!', 'Я испытываю сильную радость, почти эйфорию.', 'Никакой грусти или боли, тело полностью расслаблено.', 'И физически ощущаю интенсивное наслаждение. Прекрасное состояние!']","Я очень рад, чувствую восторг и сильное удовольствие!","[0.76, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.63]"
Каково твое состояние сейчас?,"['Состояние? Оно ужасно, на грани.', 'Внутри клокочет злость, но я слишком истощен, чтобы что-то предпринять.', 'Энергия на нуле, полное опустошение.', 'Тело — сплошной комок боли, мышцы сведены судорогой.', 'И это невыносимое горе, отчаяние, которое душит.']","Мне невыносимо плохо. Ужасная боль, глубочайшая скорбь, и ярость от бессилия. Сил нет совсем.","[0.0, 0.89, 0.36, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.89, 0.71, 0.0, 0.0, 0.0, 0.0]"
Ты дрожишь?,"['Дрожу ли я? Ну, если прислушаться, то да.', 'Это очень легкая дрожь, как будто внутри что-то вибрирует.', 'Снаружи, наверное, и не видно.', 'Не мешает, но ощущается.']","Да, немного. Такой легкий внутренний тремор, почти незаметный.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.25, 0.0, 0.0, 0.0]"
Твой организм как-то особенно реагирует?,"['Реакция организма... да, есть.', 'Чувствую, как сердце забилось быстрее, и дыхание стало более частым и поверхностным.', 'Тело как будто пришло в состояние готовности.', 'Неприятно, но не критично.']","Да, заметно возбужден, сердце бьется чаще, дыхание учащенное.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.61, 0.0]"
Что ты чувствуешь? Можешь описать?,"['Что я чувствую? Это не описать словами... это ужас.', 'Внутри горит огонь злости, но я так слаб.', 'Полное истощение, ни капли энергии.', 'Тело разрывается от боли, мышцы каменные, почти судороги.', 'И эта безмерная скорбь, отчаяние, которое поглощает целиком.']","Это просто ад. Невыносимая боль, душераздирающая тоска, и ярость на всё это. Сил нет никаких.","[0.0, 0.91, 0.36, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.91, 0.73, 0.0, 0.0, 0.0, 0.0]"
Ощущаешь ли ты дрожь в теле?,"['Дрожь в теле... да, присутствует.', 'Не сильная, но видимая, особенно в руках.', 'Как будто от легкого волнения или усталости.', 'Немного неприятно.']","Да, есть небольшая дрожь, заметная, если присмотреться. Руки слегка ходят.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.35, 0.0, 0.0, 0.0]"
Насколько ты сейчас рад и доволен?,"['Рад и доволен? Это слишком слабо сказано!', 'Я испытываю экстаз, всепоглощающее чувство блаженства!', 'Ни тени грусти или боли, тело полностью расслаблено.', 'И физически это очень сильное, интенсивное наслаждение, почти оргазм!']","Я на седьмом небе от счастья! Это восторг, эйфория, невероятное наслаждение!","[0.97, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.81]"
Каково твое настроение и уровень бодрости?,"['Настроение... ну, не могу сказать, что хорошее. Скорее, ровное с легким налетом апатии.', 'Не то чтобы радость, скорее, отсутствие негатива.', 'Но и бодрости маловато, чувствую себя немного вялым, сонным.']","Настроение так себе, слегка подавленное. И сил не очень много, вялость какая-то.","[0.17, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Как твой организм реагирует на происходящее?,"['Организм? Он на пределе!', 'Сердце выпрыгивает из груди, пульс зашкаливает.', 'Дыхание частое, поверхностное, воздуха не хватает.', 'Я весь вспотел. Это очень сильное физиологическое возбуждение.']","Я очень сильно возбужден! Сердце колотится, дыхание сбито, весь мокрый!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 0.83, 0.0]"
Как ты себя чувствуешь в плане настроения и энергии?,"['Настроение... так себе. Нет явной радости, скорее просто спокойное состояние.', 'Никакой грусти, это плюс.', 'Но энергии не хватает, чувствую себя немного вялым, несобранным.']","Настроение не очень, легкая апатия. Сил тоже маловато.","[0.19, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.38, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
Расскажи о своих текущих ощущениях и потребностях.,"['Ощущения... Главное, это дикий голод. Желудок требует еды немедленно.', 'Из-за этого немного злюсь, чувствую досаду.', 'Есть и ожидание, нетерпение – ну когда же?', 'Но при этом сил совсем мало, состояние разбитое.']","Очень голоден, просто сил нет терпеть! Немного раздражен, чего-то жду, но сам вялый.","[0.0, 0.0, 0.22, 0.0, 0.0, 0.0, 0.5, 0.43, 0.0, 0.22, 0.0, 0.0, 0.0, 0.72, 0.0, 0.0]"
