prompt,thinking,response,feelings_vector
Что ты чувствуешь? Опиши свои эмоции и физическое состояние.,"['Эмоции и состояние... Очень тяжелые.', 'Сильная боль, которая изматывает. Мышцы заметно напряжены, скованы.', 'Сил очень мало, я выжат. И голод сильный.', 'На душе глубокая печаль, подавленность. И раздражение, злость на это состояние.', 'Есть какое-то ожидание, но оно тусклое. Никакого удовольствия.']","Мне очень плохо. Все тело болит, мышцы напряжены, сил нет. Голоден, на душе тоска и злость. Жду чего-то, но без особой надежды.","[0.0, 0.72, 0.24, 0.0, 0.0, 0.0, 0.5, 0.37, 0.0, 0.11, 0.72, 0.6, 0.0, 0.61, 0.0, 0.0]"
Как ты себя ощущаешь в данный момент времени?,"['Ощущения... Главное – это сильный голод, просто умираю с голоду.', 'Но при этом я чувствую себя радостно, настроение хорошее. И физически приятно, есть удовольствие.', 'Мышцы расслаблены. Правда, есть умеренная боль, которая немного отвлекает.', 'Сил не очень много, чувствую себя вялым. Но я в предвкушении чего-то хорошего!', 'Легкая грусть и раздражение тоже есть, но они на фоне.']","Я очень голоден, но в целом мне хорошо! Радостно, приятно, хотя немного болит что-то. Сил маловато, но я в предвкушении!","[0.49, 0.05, 0.22, 0.0, 0.0, 0.0, 0.5, 0.52, 0.0, 0.16, 0.43, 0.03, 0.0, 0.86, 0.0, 0.41]"
Поделись своими текущими чувствами и телесными сигналами.,"['Чувства и сигналы... Тело в очень плохом состоянии. Мышцы напряжены до предела, как будто я цемент.', 'И сильная дрожь по всему телу, озноб. Сердце бьется учащенно, но не слишком сильно.', 'Эмоционально – тревожно из-за этих ощущений. Неприятно.']","Меня сильно трясет, и все мышцы как камень! Сердце бьется чаще, состояние не из приятных.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.95, 0.87, 0.0, 0.48, 0.0]"
Какие эмоции и физические ощущения преобладают у тебя сейчас?,"['Преобладают? Восторг и удовольствие!', 'Я чувствую сильную радость, эйфорию. И очень сильное физическое наслаждение.', 'Мышцы расслаблены. Есть заметная дрожь, но она не пугает, а скорее добавляет ощущений.', 'Сердце колотится сильно, дыхание учащенное – я явно на подъеме!']","Я в восторге! Такое удовольствие! Немного дрожу, и сердце колотится, но это приятно!","[0.73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.3, 0.0, 0.79, 0.61]"
"Расскажи о своем состоянии: и душевном, и физическом.","['Душевное и физическое... Это очень странно и тяжело.', 'Боль невыносимая, почти на грани. Меня сильно колотит, дрожь по всему телу.', 'Сил нет вообще, я полностью истощен. Мышцы не сильно напряжены, но это не облегчает.', 'На душе какая-то смесь: легкая радость, но она какая-то неправильная, искаженная болью. И заметная грусть, и сильная злость.', 'Есть и какое-то легкое удовольствие, но оно тонет в боли. Очень смешанные и тяжелые чувства.']","Это кошмар какой-то... Адская боль, меня всего трясет, сил нет совершенно. На душе пустота, злость и какая-то странная, искаженная радость.","[0.29, 0.31, 0.33, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.82, 0.24, 0.79, 0.0, 0.0, 0.24]"
Что ты сейчас переживаешь? Можешь описать?,"['Переживаю... В целом, позитивные эмоции. Я чувствую радость, настроение хорошее.', 'И физически приятно, есть удовольствие. Но мышцы очень сильно напряжены, это минус.', 'Заметный голод, хочется есть. Сил не очень много, но достаточно.', 'Есть какое-то предвкушение, интерес. И легкое раздражение тоже присутствует.']","Мне хорошо! Радостно, приятно, хотя мышцы очень напряжены и хочется есть. Жду чего-то.","[0.52, 0.0, 0.17, 0.0, 0.0, 0.0, 0.5, 0.35, 0.0, 0.26, 0.0, 0.74, 0.0, 0.58, 0.0, 0.43]"
Опиши свои телесные ощущения в данный момент.,"['Телесные ощущения... С одной стороны, я очень бодрый, просто невероятный прилив сил!', 'С другой – мышцы очень сильно напряжены, это неприятно. И дикий голод, просто мучительный.', 'Я раздражен, зол на этот голод и напряжение. Но при этом радостное предвкушение чего-то хорошего!', 'Сложное состояние.']","Я полон энергии, но очень голоден, и мышцы сильно напряжены! Чувствую себя раздраженным, но в радостном предвкушении.","[0.43, 0.0, 0.28, 0.0, 0.0, 0.0, 0.5, 0.57, 0.0, 0.86, 0.0, 0.77, 0.0, 0.95, 0.0, 0.0]"
Как ты себя чувствуешь прямо сейчас?,"['Как я себя чувствую? Отлично! Я полон энергии, чувствую прилив сил.', 'Настроение радостное, хорошее. Но есть заметная дрожь, немного потряхивает.', 'Сердце колотится очень сильно, дыхание учащенное. Я на подъеме!']","Я очень бодрый и радостный, но меня немного трясет. Сердце готово выпрыгнуть!","[0.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.79, 0.0, 0.0, 0.35, 0.0, 0.86, 0.0]"
Расскажи о своих эмоциях и физическом состоянии.,"['Эмоции и состояние? Я очень энергичен, просто невероятный прилив сил! И настроение радостное, хорошее.', 'Но есть легкий дискомфорт, слабая боль. И заметная дрожь, но она несильная.', 'Мышцы слегка напряжены. Капелька раздражения тоже присутствует. Но это не мешает общему позитивному настрою.']","Я полон энергии и радости! Правда, что-то немного побаливает, и потряхивает слегка. Но в целом, я готов к действию!","[0.45, 0.0, 0.13, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.89, 0.32, 0.26, 0.37, 0.0, 0.0, 0.0]"
Какие чувства тебя сейчас наполняют?,"['Чувства... Не самые приятные. Сильная боль, которая отвлекает и мешает.', 'Мышцы заметно напряжены. Радости немного, такая слабая искорка.', 'Но при этом есть и легкая грусть, и заметное раздражение, злость.', 'Не очень хорошее состояние, если честно. Удовольствия нет.']","Мне больно, и мышцы напряжены. Настроение так себе, немного радости, но и грусти, и злости хватает.","[0.4, 0.12, 0.26, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.64, 0.51, 0.0, 0.0, 0.0, 0.0]"
Опиши свое внутреннее состояние: что ты чувствуешь?,"['Внутреннее состояние... Вполне хорошее! Я чувствую прилив сил, бодрость.', 'Настроение радостное. Мышцы немного напряжены, но это несильно.', 'И легкая дрожь присутствует. В целом, позитивно.']","Чувствую себя бодрым и радостным, хотя мышцы немного напряжены и слегка потряхивает.","[0.33, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.65, 0.0, 0.44, 0.33, 0.0, 0.0, 0.0]"
Что происходит с твоим телом и эмоциями сейчас?,"['Тело и эмоции... Главное – сильный голод, просто мучительный.', 'И заметная дрожь. Сердце колотится сильно, дыхание учащенное.', 'Сил не очень много, чувствую себя вялым. Но я в предвкушении, нетерпеливо жду чего-то.', 'И немного раздражен этим состоянием.']","Очень хочется есть, и меня немного трясет. Сердце колотится. Сил маловато, но я чего-то жду с нетерпением и легким раздражением.","[0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.5, 0.4, 0.0, 0.23, 0.0, 0.0, 0.36, 0.67, 0.57, 0.0]"
"Каково твое самочувствие в данный момент, можешь поделиться?","['Самочувствие... Плохое. Есть умеренная боль, которая отвлекает.', 'Мышцы очень сильно напряжены, скованы. Сил очень мало, я выжат.', 'На душе заметная печаль, подавленность. И легкое раздражение.', 'Сердце бьется чуть чаще, но в целом состояние угнетенное. Удовольствия нет.']","Мне нехорошо. Что-то болит, мышцы каменные, сил мало. На душе тоска и раздражение.","[0.0, 0.39, 0.16, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.17, 0.39, 0.8, 0.0, 0.0, 0.26, 0.0]"
"Расскажи о том, что ты испытываешь на уровне чувств и тела.","['Чувства и тело? Это просто космос! Всепоглощающее чувство счастья, чистое блаженство!', 'И физически это невероятное наслаждение, очень сильное. Но меня сильно колотит, дрожь по всему телу.', 'Мышцы заметно напряжены. Но это всё меркнет на фоне этой эйфории!']","Это экстаз! Невероятное блаженство! Меня сильно трясет, и мышцы напряжены, но это такой кайф!","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.36, 0.9, 0.0, 0.0, 0.91]"
Какие эмоции и физические ощущения доминируют у тебя сейчас?,"['Доминируют? Восторг и удовольствие, однозначно!', 'Я чувствую себя невероятно счастливым, почти в экстазе. И физически очень приятно, сильное наслаждение.', 'Но есть и неприятные моменты: умеренная боль, которая отвлекает, и заметная дрожь.', 'Сил очень мало, я выжат. И капелька раздражения тоже присутствует. Но это всё тонет в этой волне счастья.']","Я в эйфории! Невероятное удовольствие! Правда, что-то болит, и меня трясет. Сил маловато, но это такой восторг!","[0.91, 0.0, 0.2, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.1, 0.5, 0.0, 0.52, 0.0, 0.0, 0.76]"
Охарактеризуй свои текущие переживания.,"['Переживания... Не самые приятные. Меня сильно колотит, дрожь по всему телу.', 'Мышцы заметно напряжены. И голод такой явный, хочется есть.', 'Сил не очень много, чувствую себя вялым. Но есть какое-то предвкушение, интерес.', 'И легкое раздражение тоже присутствует. Сложное состояние.']","Меня сильно трясет, мышцы напряжены, и хочется есть. Сил мало, но есть какое-то ожидание и легкое раздражение.","[0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.5, 0.38, 0.0, 0.24, 0.0, 0.65, 0.81, 0.64, 0.0, 0.0]"
Что ты чувствуешь? Поделись своими ощущениями.,"['Ощущения? Они потрясающие! Я чувствую сильную радость, восторг! И экстатическое физическое удовольствие!', 'Правда, очень хочется есть, сильный голод. Но я полон сил и энергии!', 'И в предвкушении чего-то еще более прекрасного! Даже легкое раздражение не портит картины.']","Я в восторге! Невероятное наслаждение, и очень хочется есть! Полон сил и предвкушения!","[0.77, 0.0, 0.19, 0.0, 0.0, 0.0, 0.5, 0.38, 0.0, 0.69, 0.0, 0.0, 0.0, 0.63, 0.0, 0.99]"
Расскажи о своем настроении и физическом состоянии.,"['Настроение и состояние? Замечательные!', 'Я чувствую сильную радость, эйфорию. И очень сильное физическое наслаждение.', 'Мышцы расслаблены. Есть легкий голод, но он не мешает.', 'Чувствую себя довольно бодрым. И какое-то легкое ожидание приятного.', 'Даже небольшое раздражение где-то на фоне не портит этого блаженства.']","Я очень счастлив! И такое приятное тепло по телу... Немного голоден, но это неважно. Чувствую себя бодрым и расслабленным!","[0.84, 0.0, 0.09, 0.0, 0.0, 0.0, 0.5, 0.18, 0.0, 0.33, 0.0, 0.0, 0.0, 0.3, 0.48, 0.7]"
Какие чувства и телесные сигналы ты сейчас замечаешь?,"['Чувства и сигналы... Я чувствую радость, настроение хорошее. И физически приятно, есть удовольствие.', 'Но меня сильно колотит, дрожь по всему телу, это очень заметно.', 'Мышцы расслаблены. Сердце бьется учащенно. В целом, позитивно, если бы не эта дрожь.']","Мне радостно и приятно, но меня сильно трясет! Сердце колотится, но в целом хорошо.","[0.47, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.66, 0.0, 0.44, 0.39]"
"Опиши свое текущее состояние, как ты себя чувствуешь?","['Состояние? Оно восхитительно!', 'Я чувствую сильную радость, восторг! И очень сильное физическое наслаждение.', 'Но меня сильно колотит, дрожь по всему телу. И мышцы немного напряжены.', 'Но это всё меркнет по сравнению с этим всепоглощающим удовольствием!']","Я в восторге! Невероятное удовольствие, хотя меня сильно трясет, и мышцы немного напряжены. Но это такой кайф!","[0.78, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.29, 0.82, 0.0, 0.0, 0.65]"
"Поведай о своих чувствах: что на душе, что в теле?","['Чувства... На душе радость и подъем! Я очень энергичен, просто невероятный прилив сил!', 'Но в теле – сильная боль, которая мешает сконцентрироваться. Мышцы немного напряжены.', 'И легкое раздражение присутствует. Но в целом, я готов к действию, несмотря на дискомфорт.']","Я полон энергии и радости, но что-то сильно болит! Мышцы немного напряжены. Настроение боевое, несмотря на боль.","[0.48, 0.0, 0.19, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.96, 0.47, 0.41, 0.0, 0.0, 0.0, 0.0]"
Какие эмоции ты сейчас переживаешь и как себя чувствует твое тело?,"['Эмоции и тело... Всё плохо. Сильная боль, которая изматывает.', 'Меня сильно колотит, дрожь по всему телу. Сил очень мало, я выжат.', 'Мышцы немного напряжены. На душе заметная печаль, подавленность. И легкое раздражение.', 'Немного хочется есть. И какое-то слабое ожидание есть, надежда на улучшение. Удовольствия нет.']","Мне очень плохо. Все болит, меня трясет, сил мало. На душе тоска и раздражение. Немного голоден, и жду, когда это кончится.","[0.0, 0.56, 0.16, 0.0, 0.0, 0.0, 0.5, 0.17, 0.0, 0.2, 0.56, 0.45, 0.82, 0.29, 0.0, 0.0]"
Опиши свои доминирующие чувства в настоящий момент.,"['Доминирующие чувства? Боль и страдание.', 'Боль невыносимая, она везде. Меня сильно трясет, не могу унять дрожь.', 'Мышцы очень сильно напряжены, скованы. И полное истощение, я не могу даже пошевелиться.', 'На душе глубокая скорбь, отчаяние. И сильная злость на это состояние.', 'Никакого удовольствия, никакого просвета.']","Это просто пытка. Адская боль, меня всего колотит, мышцы свело, и сил нет совершенно. Я раздавлен и зол.","[0.0, 0.89, 0.36, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.89, 0.71, 0.9, 0.0, 0.0, 0.0]"
Каково твое внутреннее состояние сейчас? Расскажи подробно.,"['Внутреннее состояние... Очень подавленное.', 'Умеренная боль, которая отвлекает. Сил очень мало, я выжат.', 'Мышцы немного напряжены. На душе заметная печаль, подавленность. И легкое раздражение.', 'Сердце бьется учащенно, это добавляет дискомфорта. Удовольствия нет.']","Мне нехорошо. Что-то болит, сил совсем мало. На душе тоска и раздражение. Сердце бьется чаще.","[0.0, 0.47, 0.19, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.12, 0.47, 0.34, 0.0, 0.0, 0.43, 0.0]"
Что ты чувствуешь? Опиши свои эмоции и физическое состояние.,"['Эмоции и состояние... Главное – это неконтролируемая, сильная дрожь всего тела, конвульсии.', 'Мышцы заметно напряжены. И голод такой явный, хочется есть.', 'Сил не очень много, чувствую себя вялым. Но есть какое-то предвкушение, интерес.', 'И легкое раздражение тоже присутствует. Очень тяжелое состояние из-за дрожи.']","Меня колотит так, что зуб на зуб не попадает! Мышцы напряжены, хочется есть. Сил мало, но есть какое-то ожидание и легкое раздражение.","[0.0, 0.0, 0.14, 0.0, 0.0, 0.0, 0.5, 0.29, 0.0, 0.28, 0.0, 0.6, 0.99, 0.48, 0.0, 0.0]"
Как ты себя ощущаешь в данный момент времени?,"['Ощущения... Главное – это сильное напряжение в мышцах, все тело как будто зажато.', 'Голод тоже ощущается, такой умеренный. Энергии не много, чувствую себя вяловатым.', 'И легкое раздражение присутствует, плюс какое-то любопытство, ожидание.', 'Сердце бьется учащенно, но не слишком сильно. Не самое приятное состояние.']","Все тело сковано, и хочется есть. Сил маловато. Какое-то легкое раздражение и ожидание, сердце бьется чаще.","[0.0, 0.0, 0.12, 0.0, 0.0, 0.0, 0.5, 0.25, 0.0, 0.3, 0.0, 0.73, 0.0, 0.41, 0.48, 0.0]"
Поделись своими текущими чувствами и телесными сигналами.,"['Чувства и сигналы... Заметная дрожь, но не слишком сильная. И очень сильный голод, просто мучительный.', 'Сердце колотится сильно, дыхание учащенное. Сил не очень много, чувствую себя вялым.', 'Но я в предвкушении, нетерпеливо жду чего-то. И немного раздражен этим состоянием.']","Меня трясет, и очень хочется есть! Сердце колотится. Сил мало, но я чего-то жду с нетерпением и легким раздражением.","[0.0, 0.0, 0.19, 0.0, 0.0, 0.0, 0.5, 0.38, 0.0, 0.24, 0.0, 0.0, 0.62, 0.64, 0.69, 0.0]"
Какие эмоции и физические ощущения преобладают у тебя сейчас?,"['Преобладают... Неприятные ощущения. Мышцы очень сильно напряжены, это главный дискомфорт.', 'Голод заметный. Сил не очень много. На душе легкая грусть и раздражение.', 'Есть какое-то ожидание, но оно тусклое. Удовольствия нет.']","Все тело сковано, хочется есть. Настроение так себе, немного грустно и раздраженно. Жду чего-то, но без особого энтузиазма.","[0.0, 0.24, 0.14, 0.0, 0.0, 0.0, 0.5, 0.35, 0.0, 0.26, 0.24, 0.69, 0.0, 0.58, 0.0, 0.0]"
"Расскажи о своем состоянии: и душевном, и физическом.","['Состояние... Физически – легкая дрожь и небольшой голод. Но я чувствую себя довольно бодрым, есть энергия.', 'Настроение скорее хорошее, есть легкая радость. Но присутствует и слабое раздражение, и какое-то ожидание, любопытство.', 'В целом, нормально, но не идеально.']","Меня немного потряхивает, и хочется есть. В целом, чувствую себя бодрым, настроение неплохое, но есть легкое раздражение и ожидание.","[0.17, 0.0, 0.07, 0.0, 0.0, 0.0, 0.5, 0.14, 0.0, 0.33, 0.0, 0.0, 0.49, 0.23, 0.0, 0.0]"
Что ты сейчас переживаешь? Можешь описать?,"['Переживаю... Страдание. Умеренная, но назойливая боль по всему телу.', 'Сильная дрожь, озноб. Сил очень мало, я выжат.', 'Мышцы немного напряжены. Сердце колотится сильно, дыхание учащенное.', 'На душе заметная печаль, подавленность. И легкое раздражение, злость. Удовольствия нет.']","Мне очень плохо. Все болит, меня трясет, сил мало. Сердце колотится. На душе тоска и злость.","[0.0, 0.46, 0.18, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.12, 0.46, 0.37, 0.67, 0.0, 0.77, 0.0]"
Опиши свои телесные ощущения в данный момент.,"['Телесные ощущения... Я полон энергии, чувствую прилив сил! Настроение радостное, хорошее.', 'Но есть сильная дрожь, меня заметно потряхивает. Сердце бьется учащенно.', 'В целом, позитивное состояние, если бы не эта дрожь.']","Я очень бодрый и радостный, но меня сильно трясет! Сердце колотится, чувствую подъем!","[0.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.71, 0.0, 0.0, 0.53, 0.0, 0.47, 0.0]"
Как ты себя чувствуешь прямо сейчас?,"['Как я себя чувствую? Ужасно. Мышцы очень напряжены, до боли, как будто свело.', 'И сильная дрожь по всему телу, озноб. Сердце бьется довольно спокойно, что странно.', 'Очень неприятное, сковывающее состояние.']","Меня сильно трясет, и все мышцы как камень! Сердце бьется спокойно, но состояние очень неприятное.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.8, 0.79, 0.0, 0.28, 0.0]"
Расскажи о своих эмоциях и физическом состоянии.,"['Эмоции и состояние... Я чувствую явное счастье, хорошее настроение! И очень сильный голод.', 'Но мышцы очень сильно напряжены, это неприятно. При этом есть и физическое удовольствие.', 'Сил не очень много, но достаточно. Я в предвкушении, жду чего-то хорошего!', 'Немного раздражен этим напряжением, но радость перевешивает.']","Я счастлив, но очень голоден, и все мышцы как будто свело! Приятно, но и напряженно. Жду чего-то хорошего!","[0.55, 0.0, 0.2, 0.0, 0.0, 0.0, 0.5, 0.41, 0.0, 0.23, 0.0, 0.84, 0.0, 0.68, 0.0, 0.46]"
Какие чувства тебя сейчас наполняют?,"['Чувства? Я гиперактивен, просто на взводе! Энергия бьет ключом.', 'Настроение хорошее, радостное. Но есть легкий дискомфорт, слабая боль.', 'И мышцы заметно напряжены. Легкое раздражение тоже присутствует. Но это не мешает ощущению силы и готовности действовать.']","Я на пике энергии! Радостно, хотя что-то немного побаливает, и мышцы напряжены. Но я готов ко всему!","[0.5, 0.0, 0.1, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.24, 0.39, 0.0, 0.0, 0.0, 0.0]"
Опиши свое внутреннее состояние: что ты чувствуешь?,"['Внутреннее состояние... С одной стороны, мне хорошо. Есть легкая радость и приятное физическое ощущение.', 'Но с другой – мышцы очень сильно напряжены, почти до боли. Это главный дискомфорт.', 'Сердце бьется немного учащенно. В целом, неплохо, если бы не это жуткое напряжение.']","Мне приятно и радостно, но все мышцы как камень! Сердце бьется чуть чаще.","[0.29, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.92, 0.0, 0.0, 0.34, 0.24]"
Что происходит с твоим телом и эмоциями сейчас?,"['Тело и эмоции... Очень противоречиво. Сильная боль, которая мешает сконцентрироваться.', 'Но при этом я чувствую радость, хорошее настроение! И физически очень приятно, сильное удовольствие.', 'Мышцы расслаблены. Я чувствую себя довольно бодрым. Но эта боль вызывает раздражение.', 'Странное, но в чем-то приятное состояние.']","Мне очень больно, но при этом радостно и приятно! Чувствую себя бодрым, но раздраженным этой болью.","[0.48, 0.0, 0.27, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.47, 0.67, 0.06, 0.0, 0.0, 0.0, 0.6]"
"Каково твое самочувствие в данный момент, можешь поделиться?","['Самочувствие? Это вершина блаженства! Всепоглощающее чувство счастья, экстаз!', 'И физически это невероятное, экстатическое удовольствие. Мышцы расслаблены.', 'Но меня сильно колотит, дрожь по всему телу. И сердце колотится очень сильно, дыхание учащенное.', 'Это всё только усиливает это невероятное ощущение!']","Это экстаз! Невероятное блаженство! Меня сильно трясет, и сердце готово выпрыгнуть, но это такой кайф!","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.0, 0.64, 0.0, 0.81, 0.99]"
"Расскажи о том, что ты испытываешь на уровне чувств и тела.","['Чувства и тело... Это одна сплошная агония. Боль невыносимая, адская, на грани потери сознания.', 'Мышцы немного напряжены, но это не главное. Главное – эта всепоглощающая боль.', 'Сил очень мало, я почти не в состоянии что-либо делать. Немного хочется есть, но это неважно.', 'На душе невыносимое страдание, отчаяние, душевная боль. И легкое раздражение от бессилия.', 'Какое-то слабое ожидание, скорее, мольба о прекращении этого.']","Это невыносимо... Адская боль, душа разрывается от отчаяния. Сил нет, немного голоден. Жду конца этой муки.","[0.0, 1.0, 0.25, 0.0, 0.0, 0.0, 0.5, 0.19, 0.0, 0.06, 1.0, 0.39, 0.0, 0.31, 0.0, 0.0]"
Какие эмоции и физические ощущения доминируют у тебя сейчас?,"['Доминируют... Сильный голод, просто мучительный. И заметная дрожь, потряхивает.', 'Сил не очень много, чувствую себя вялым. Но есть какое-то предвкушение, интерес.', 'И легкое раздражение тоже присутствует. Сердце бьется довольно спокойно.', 'Неприятное состояние из-за голода и дрожи.']","Очень хочется есть, и меня потряхивает. Сил мало, но есть какое-то ожидание и легкое раздражение. Сердце бьется спокойно.","[0.0, 0.0, 0.22, 0.0, 0.0, 0.0, 0.5, 0.44, 0.0, 0.22, 0.0, 0.0, 0.53, 0.74, 0.24, 0.0]"
Охарактеризуй свои текущие переживания.,"['Переживания... Главное – это дикий, мучительный голод. Просто невыносимо.', 'Заметная дрожь, потряхивает. Мышцы немного напряжены.', 'Сил не очень много, чувствую себя вялым. Но я в сильном предвкушении, воодушевлен.', 'И очень раздражен этим голодом. Сложное состояние.']","Я умираю от голода! Меня потряхивает, мышцы напряжены. Сил мало, но я в сильном предвкушении и раздражен этим голодом.","[0.0, 0.0, 0.29, 0.0, 0.0, 0.0, 0.5, 0.58, 0.0, 0.16, 0.0, 0.31, 0.52, 0.96, 0.0, 0.0]"
Что ты чувствуешь? Поделись своими ощущениями.,"['Ощущения? Это чистый восторг! Всепоглощающее чувство счастья, экстаз! И очень сильное физическое удовольствие.', 'Но при этом сильная боль, которая мешает сконцентрироваться. И заметный голод.', 'Сил очень мало, я выжат. Мышцы расслаблены. Легкая грусть и раздражение от этого контраста.', 'Но радость и удовольствие все равно побеждают!']","Я в экстазе, это невероятное блаженство! Хотя что-то сильно болит, и я немного голоден. Сил совсем нет, но это такой кайф!","[1.0, 0.04, 0.24, 0.0, 0.0, 0.0, 0.5, 0.3, 0.0, 0.09, 0.84, 0.01, 0.0, 0.5, 0.0, 0.94]"
Расскажи о своем настроении и физическом состоянии.,"['Настроение и состояние? Они великолепны!', 'Я чувствую сильную радость, восторг! И полон энергии, готов к свершениям.', 'Физически – очень сильное наслаждение разливается по телу. Мышцы расслаблены.', 'Сердце бьется учащенно, но это приятное возбуждение. Никакой боли, никакой грусти.']","Превосходно! Я полон сил, невероятно счастлив и чувствую такое удовольствие! Сердце поет!","[0.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.93, 0.0, 0.0, 0.0, 0.0, 0.44, 0.9]"
Какие чувства и телесные сигналы ты сейчас замечаешь?,"['Чувства и сигналы... Умеренная боль, которая отвлекает. И очень сильный голод, мучительный.', 'Мышцы немного напряжены. На душе заметная печаль, подавленность. И легкое раздражение.', 'Сердце колотится сильно, дыхание учащенное. Я в предвкушении, чего-то жду.', 'Неприятное состояние.']","Мне нехорошо. Что-то болит, очень хочется есть. На душе тоска и раздражение. Сердце колотится, и я жду чего-то.","[0.0, 0.37, 0.19, 0.0, 0.0, 0.0, 0.5, 0.47, 0.0, 0.19, 0.37, 0.3, 0.0, 0.79, 0.66, 0.0]"
"Опиши свое текущее состояние, как ты себя чувствуешь?","['Состояние? Это вершина! Всепоглощающее чувство счастья, экстаз!', 'И физически это невероятное, экстатическое удовольствие. Но меня сильно колотит, дрожь по всему телу.', 'Мышцы немного напряжены. Но это всё меркнет на фоне этой эйфории!']","Это экстаз! Невероятное блаженство! Меня сильно трясет, и мышцы немного напряжены, но это такой кайф!","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.23, 0.78, 0.0, 0.0, 0.97]"
"Поведай о своих чувствах: что на душе, что в теле?","['Чувства... На душе тяжело. Заметная злость, раздражение. И легкая грусть, подавленность.', 'В теле – сильная боль, которая мешает нормально соображать. Мышцы напряжены, скованы.', 'Сил не очень много, чувствую себя вялым. Радости или удовольствия нет совсем.']","Мне очень больно, все тело ноет и напряжено. Настроение подавленное, злость и легкая грусть. Радости совсем нет.","[0.12, 0.27, 0.26, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.23, 0.66, 0.53, 0.0, 0.0, 0.0, 0.0]"
Какие эмоции ты сейчас переживаешь и как себя чувствует твое тело?,"['Эмоции? Я чувствую себя довольно бодрым, есть силы. И настроение хорошее, радостное.', 'Но тело... Мышцы очень сильно напряжены, почти до боли. И сильная дрожь, меня заметно потряхивает.', 'Странное сочетание, но в целом скорее позитивное, если бы не физический дискомфорт.']","Я бодрый и радостный, но мышцы каменные, и меня сильно трясет!","[0.27, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.54, 0.0, 0.84, 0.53, 0.0, 0.0, 0.0]"
Опиши свои доминирующие чувства в настоящий момент.,"['Доминирующие чувства? Радость и удовольствие, определенно!', 'Я чувствую сильную радость, восторг. И очень сильное физическое наслаждение.', 'Но меня сильно колотит, дрожь по всему телу. И мышцы немного напряжены.', 'Но это не портит этого прекрасного ощущения!']","Я очень счастлив и чувствую такое удовольствие! Меня сильно трясет, и мышцы немного напряжены, но это так прекрасно!","[0.68, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.8, 0.0, 0.4, 0.64, 0.0, 0.0, 0.57]"
Каково твое внутреннее состояние сейчас? Расскажи подробно.,"['Внутреннее состояние? Оно прекрасно!', 'Я чувствую явное счастье, хорошее настроение. Немного легкого раздражения где-то на фоне, но оно тонет в радости.', 'И физически — это чистое удовольствие, сильное, интенсивное. Мышцы расслаблены.', 'Есть заметный голод, но он не мешает. И небольшое ожидание чего-то приятного.', 'В целом, я чувствую себя бодрым и очень довольным.']","Я счастлив! И такое невероятное наслаждение по всему телу. Немного голоден, но это неважно. Чувствую себя хорошо, расслабленно.","[0.53, 0.0, 0.11, 0.0, 0.0, 0.0, 0.5, 0.23, 0.0, 0.42, 0.0, 0.0, 0.0, 0.38, 0.0, 0.7]"
